Tip ID,Frame,Y,X
953,0,5837,2581
954,0,5837,2583
955,0,5839,2588
956,0,5839,2797
957,0,5841,3200
958,0,5846,1974
959,0,5846,2736
960,0,5846,3390
961,0,5847,2604
962,0,5849,1851
963,0,5850,1944
964,0,5851,2654
965,0,5854,2088
966,0,5855,2854
967,0,5856,1922
968,0,5857,2056
969,0,5857,3212
970,0,5859,1915
971,0,5860,1896
972,0,5860,2027
973,0,5862,2744
974,0,5863,1827
975,0,5863,3693
976,0,5864,1817
977,0,5867,3579
978,0,5870,2017
979,0,5870,3063
980,0,5876,2579
981,0,5878,3741
982,0,5880,2859
983,0,5882,1943
984,0,5883,1936
985,0,5885,2054
986,0,5887,2704
987,0,5888,2891
988,0,5891,1870
989,0,5891,2755
990,0,5892,2746
991,0,5905,2815
992,0,5920,2057
993,0,5923,2534
994,0,5923,2657
995,0,5924,1978
996,0,5927,3157
997,0,5933,3129
998,0,5936,2108
999,0,5939,3893
1000,0,5945,2499
1001,0,5945,2949
1002,0,5946,3876
1003,0,5949,1917
1004,0,5949,2596
1005,0,5950,1922
1006,0,5950,2948
1007,0,5951,2501
1008,0,5951,3100
1009,0,5957,1956
1010,0,5957,1960
1011,0,5957,2949
1012,0,5963,1876
1013,0,5968,2463
1014,0,5968,2475
1015,0,5971,2452
1016,0,5973,2468
1017,0,5973,9298
1018,0,5975,2349
1019,0,5978,2270
1020,0,5979,2370
1021,0,5979,3155
1022,0,5982,2273
