y,x
0,574
0,631
0,636
0,705
0,730
1,893
3,734
30,860
37,683
60,472
66,640
82,484
84,424
90,440
111,522
128,514
147,0
148,426
161,97
183,457
201,269
210,294
212,500
214,445
231,178
245,433
260,599
266,629
275,595
296,573
302,873
304,428
314,181
321,578
322,489
325,268
326,582
328,277
330,281
337,302
339,325
339,441
341,450
361,449
362,129
374,501
380,504
382,363
386,411
388,479
401,66
408,362
408,483
410,843
417,345
420,352
420,457
421,530
423,372
425,77
425,347
428,876
444,512
449,312
449,511
452,205
453,307
453,436
453,494
458,416
462,484
465,254
472,274
475,502
476,420
478,405
484,507
487,489
491,210
491,433
495,205
496,421
496,551
500,474
500,517
502,187
502,202
502,216
508,543
509,454
511,484
514,492
517,573
521,520
524,183
532,456
532,465
535,451
539,472
541,173
543,152
543,477
550,164
558,152
558,495
560,165
561,534
567,527
568,496
568,562
583,468
584,135
585,551
591,556
597,505
600,554
603,122
608,107
614,104
617,63
623,128
626,518
683,532
686,598
709,498
719,471
766,482
767,473
773,480
777,483
791,1095
803,1377
805,1106
817,70
817,131
817,1205
819,93
821,1600
826,242
831,143
838,1213
846,365
847,485
848,359
848,1200
856,1434
860,287
880,1075
884,370
895,1626
900,404
902,1283
904,1079
909,1399
918,1379
922,1169
925,1005
927,1152
940,897
945,928
949,968
949,1119
951,1008
954,1551
955,191
955,1218
959,1627
961,854
961,1538
962,932
964,1109
967,1105
970,1490
975,836
980,831
981,1435
981,1627
988,1577
990,1583
994,1376
994,1576
995,1383
1001,868
1003,1556
1004,1552
1004,1563
1005,1569
1006,826
1006,1559
1007,831
1009,195
1010,1212
1013,839
1013,1017
1013,1078
1015,1377
1018,876
1018,1392
1026,582
1027,0
1029,572
1035,1247
1037,1503
1038,849
1038,1499
1041,1301
1043,853
1043,1166
1046,1218
1047,1614
1048,788
1049,799
1049,905
1053,928
1054,915
1058,516
1058,1202
1059,874
1059,1563
1060,520
1063,634
1064,762
1070,1343
1071,561
1077,962
1080,1196
1081,604
1081,1223
1083,782
1083,1515
1084,1182
1092,1270
1094,490
1098,812
1099,821
1100,1520
1101,347
1102,339
1115,540
1116,409
1116,506
1118,469
1119,437
1121,324
1123,428
1124,481
1130,716
1131,324
1132,330
1133,318
1139,0
1139,471
1143,196
1143,200
1145,0
1152,255
1155,1496
1159,1316
1162,959
1165,772
1173,1296
1176,768
1179,544
1180,1509
1187,844
1190,1100
1193,546
1198,681
1213,1453
1221,559
1229,560
1229,1451
1235,885
1237,150
1238,595
1242,744
1244,1008
1246,544
1250,1483
1257,0
1260,769
1268,789
1277,570
1280,559
1281,567
1284,901
1291,581
1300,142
1302,550
1325,171
1325,563
1325,982
1326,1308
1326,1596
