y,x
0,104
0,576
0,631
0,701
0,725
0,734
0,896
11,731
27,437
33,440
36,858
38,679
40,441
46,464
67,636
72,476
82,432
91,440
114,522
131,514
141,351
141,360
145,0
146,175
156,103
183,455
186,213
207,292
212,499
214,441
222,180
228,429
256,596
263,628
271,592
294,179
297,578
297,877
305,429
318,488
320,573
322,578
330,285
331,490
334,276
338,304
339,345
340,449
341,498
354,440
362,447
362,452
374,501
377,418
380,503
391,478
400,479
407,842
412,494
417,344
425,357
425,874
433,520
438,512
450,310
452,201
457,414
460,335
467,250
473,269
474,501
476,419
479,405
480,502
481,409
482,229
482,517
488,435
491,210
492,443
494,550
496,420
504,185
505,212
506,543
506,547
508,453
508,488
509,482
512,557
513,873
518,621
520,457
520,856
522,192
524,866
526,78
532,456
532,523
533,465
534,451
538,179
540,187
541,464
547,173
548,480
550,527
553,162
554,476
558,170
559,511
560,535
562,161
563,164
566,147
566,564
567,513
568,158
568,163
568,527
577,545
579,498
584,592
587,134
590,152
595,494
595,555
602,563
603,506
604,123
604,820
606,496
607,786
608,147
613,111
614,106
615,505
617,783
623,503
624,516
624,742
626,53
627,127
635,134
637,141
645,495
648,717
655,157
665,500
670,693
674,674
683,620
692,608
692,702
698,597
707,500
716,472
765,493
768,474
786,103
788,449
791,1094
796,1119
799,413
800,483
802,1378
805,400
805,477
816,386
818,130
819,1202
820,69
823,1626
825,250
827,347
830,397
843,375
844,187
845,370
849,341
849,351
850,1197
888,377
896,1089
900,1627
902,408
904,1282
908,1064
912,1082
924,1376
929,1168
933,1152
934,919
935,991
939,1488
943,894
945,1491
951,1408
952,973
957,191
957,1008
958,1433
960,1550
961,852
963,1217
965,1529
966,932
967,1540
968,1495
973,1491
981,830
990,1627
995,1579
999,1377
1000,1382
1005,867
1007,824
1009,1558
1010,194
1011,955
1017,1220
1018,1216
1019,864
1019,1454
1022,885
1022,1020
1022,1078
1023,1196
1023,1378
1024,867
1024,873
1026,1392
1026,1399
1043,850
1045,1249
1046,656
1047,1302
1048,661
1048,854
1049,1124
1049,1200
1049,1603
1054,789
1055,800
1057,1220
1058,906
1060,864
1063,916
1065,1561
1067,1204
1068,762
1073,950
1076,563
1076,953
1080,1069
1081,618
1081,1351
1082,287
1082,778
1091,399
1091,1212
1091,1224
1092,1517
1095,315
1095,670
1096,666
1096,1033
1096,1185
1098,621
1101,368
1104,348
1105,812
1114,921
1115,506
1120,540
1120,1090
1121,436
1122,337
1122,430
1122,469
1124,348
1125,846
1131,475
1133,318
1135,720
1139,1
1142,491
1143,53
1144,1060
1145,477
1146,0
1147,228
1147,236
1151,482
1153,0
1157,250
1166,1320
1173,1481
1174,773
1175,251
1183,544
1183,1299
1189,1554
1199,843
1203,885
1203,1102
1204,683
1206,1509
1220,691
1220,744
1221,757
1221,1570
1223,708
1227,1451
1237,757
1239,1454
1241,545
1242,539
1246,598
1250,544
1250,896
1256,0
1256,1008
1261,571
1270,1584
1275,764
1277,588
1278,571
1279,563
1283,800
1299,139
1308,550
1325,170
1325,987
1326,563
1326,844
1326,1317
1326,1588
