Frame,Biomass (µm²)
0,0.0
1,0.26010000000000005
2,0.7514000000000002
3,0.28900000000000003
4,0.26010000000000005
5,0.028900000000000006
6,0.8092000000000001
7,0.0
8,0.0
9,0.0
10,28090.077500000007
11,0.7514000000000002
12,0.8959000000000001
13,0.08670000000000001
14,0.23120000000000004
15,0.6647000000000002
16,0.31790000000000007
17,0.14450000000000002
18,28090.077500000007
19,0.5491000000000001
