y,x
0,104
0,456
0,569
0,692
0,719
0,729
0,883
0,1458
0,1490
0,1511
1,438
1,610
1,633
1,1496
11,551
29,1438
30,758
32,440
34,451
37,1521
40,561
40,673
41,1468
43,433
47,564
50,1369
65,945
75,1601
76,1626
78,1493
88,440
91,515
92,1377
95,764
97,1520
101,429
104,76
107,83
117,1
126,506
127,1
136,384
140,45
147,317
149,311
150,103
152,187
157,1621
161,580
169,470
177,1626
180,223
181,1373
183,1570
186,444
188,171
189,1582
194,1599
196,252
198,1502
201,1482
203,223
204,302
205,1479
211,499
212,1474
213,1470
227,429
227,1405
228,1436
232,223
232,1430
234,1425
237,433
237,1362
243,563
246,582
250,612
250,1389
251,1299
251,1340
261,578
281,912
295,1519
302,170
303,1118
311,1207
312,566
313,841
317,488
324,1155
327,272
327,1198
330,491
335,448
339,486
340,374
348,433
362,418
362,447
362,452
368,501
374,500
377,1462
378,341
379,412
382,353
387,854
391,336
401,62
406,875
409,776
412,875
413,338
416,344
421,340
422,364
440,570
445,446
446,187
450,266
451,437
454,411
455,449
456,256
458,332
464,479
464,870
470,335
471,520
474,502
475,403
479,412
480,247
481,510
483,226
483,488
488,552
491,193
491,203
495,421
501,202
502,178
504,196
505,453
506,607
511,898
517,1
517,456
525,189
528,165
530,58
531,457
532,185
532,449
533,173
540,480
544,472
546,464
550,457
552,169
553,575
555,158
556,475
558,536
559,167
562,482
566,155
567,527
567,571
569,143
570,514
572,154
572,611
573,148
574,553
580,515
587,697
591,130
592,686
599,491
599,571
603,145
614,507
619,56
621,507
626,148
629,114
638,661
641,484
651,148
658,119
660,123
662,500
665,554
665,616
676,614
677,160
682,491
694,611
697,603
706,499
712,472
714,498
737,160
738,489
739,155
744,176
749,1162
760,473
766,495
767,450
768,475
770,490
773,206
780,460
781,494
782,216
782,435
785,456
785,1089
790,492
791,227
792,212
795,95
797,434
799,245
801,485
804,406
809,396
813,376
815,367
818,170
819,241
819,1380
820,300
822,60
822,351
824,327
825,126
825,360
825,403
829,305
830,316
832,352
832,400
832,1200
833,386
834,246
838,327
841,330
851,342
851,352
863,1190
864,446
869,1188
880,1626
882,1231
898,82
905,411
914,82
918,81
925,1363
929,1625
934,1533
936,1078
940,1107
944,897
944,1052
948,1097
955,1500
961,929
963,1167
965,1496
969,1395
971,1107
972,190
972,1162
973,1018
977,1110
979,919
979,988
981,1367
984,1274
987,851
990,832
990,1428
992,1401
1006,870
1012,194
1013,1627
1016,816
1017,686
1026,1249
1029,841
1032,874
1032,1627
1033,884
1033,1349
1034,1426
1035,1391
1036,885
1038,1249
1041,1034
1046,1461
1051,0
1051,652
1057,1007
1058,1011
1060,385
1060,862
1064,1034
1065,1203
1067,1019
1067,1087
1068,665
1072,797
1072,808
1073,1548
1075,222
1075,1298
1078,1526
1079,281
1080,621
1081,563
1081,605
1083,1240
1087,770
1092,1209
1093,389
1095,405
1096,624
1097,316
1097,555
1099,1241
1101,1265
1106,350
1107,1229
1109,378
1113,494
1114,316
1115,1214
1116,506
1118,406
1120,1524
1124,367
1125,360
1126,1521
1127,322
1127,1290
1128,330
1128,1229
1128,1511
1129,823
1131,292
1131,324
1132,428
1132,1363
1133,389
1133,1496
1139,544
1141,0
1141,426
1147,963
1150,1
1150,1243
1153,1197
1157,0
1158,249
1160,1286
1170,527
1170,955
1173,661
1174,667
1176,499
1179,1162
1184,0
1191,236
1193,616
1197,1216
1204,521
1208,779
1212,1136
1226,682
1227,1334
1228,1459
1228,1509
1240,758
1241,540
1242,1315
1244,761
1246,79
1251,645
1253,548
1253,747
1255,575
1259,1
1259,713
1262,1104
1265,808
1271,577
1275,562
1286,602
1289,607
1293,573
1293,878
1295,1462
1297,564
1299,936
1301,570
1306,136
1313,758
1325,994
1326,162
1326,551
1326,806
1326,915
1326,1363
1326,1508
