y,x
0,48
0,104
0,483
0,627
0,642
0,731
0,744
0,886
0,1382
1,449
1,476
2,440
2,592
2,1133
7,614
25,655
28,775
30,439
34,578
39,703
53,948
63,548
75,623
78,428
78,489
82,9
83,426
85,617
86,73
91,130
92,476
92,1162
94,80
98,629
100,0
107,0
114,147
118,520
119,1627
121,382
124,39
124,590
130,393
136,490
137,367
142,201
142,1065
142,1411
146,317
147,161
148,311
154,1627
159,125
164,317
166,166
167,170
167,488
169,152
169,1627
170,474
170,1423
171,350
171,1419
174,465
176,1493
177,1499
179,1535
181,440
185,1316
187,238
187,308
187,438
188,140
190,304
193,1439
193,1446
195,1627
196,440
203,81
210,499
210,506
214,517
215,512
215,1342
217,413
223,1323
231,1315
234,1311
235,582
239,611
246,432
253,414
263,326
290,139
292,190
295,118
299,113
303,399
303,566
310,438
316,111
320,648
323,261
324,104
326,877
327,493
329,490
330,685
334,447
335,27
336,307
338,496
338,1577
344,953
350,454
356,1168
359,999
361,446
361,452
366,1536
367,1078
370,1571
371,456
371,501
372,337
372,1627
373,588
373,926
376,352
384,338
386,479
386,1045
387,852
393,344
395,1379
397,605
401,243
403,1045
404,239
409,996
409,1143
410,1135
411,99
411,607
412,637
413,369
421,1312
423,510
423,984
424,481
427,355
429,808
431,1191
433,210
434,256
434,324
434,466
435,275
435,290
442,447
444,273
444,493
445,116
445,461
447,209
450,263
450,437
452,306
452,449
454,300
455,255
457,335
457,513
457,693
459,340
460,399
462,369
465,498
466,294
466,1255
466,1276
467,312
468,257
468,379
468,501
470,372
470,508
472,256
472,332
473,408
475,252
479,555
479,871
480,241
480,490
481,934
482,225
484,1265
486,1103
487,1157
487,1167
488,202
488,884
489,418
490,1102
497,175
499,202
501,460
503,428
504,455
507,1289
509,1
512,913
515,475
516,927
521,786
521,1011
522,712
522,998
524,460
525,190
529,448
529,564
530,466
531,181
534,172
536,473
536,521
543,565
544,175
546,560
550,473
552,570
553,494
555,143
556,581
556,639
560,165
560,501
561,1139
563,156
564,138
564,144
566,478
566,556
566,811
568,484
568,822
569,141
569,153
569,582
570,519
579,485
579,704
581,495
582,823
587,76
587,152
589,128
593,148
594,153
595,132
595,1246
596,511
597,496
600,712
601,692
603,489
604,568
605,495
607,129
609,1277
611,492
611,511
612,91
613,112
613,800
614,524
614,775
615,494
618,52
626,760
629,512
631,501
632,112
632,727
635,1088
638,703
640,116
641,500
644,116
647,507
649,493
652,515
657,115
658,120
659,509
666,150
666,525
671,708
675,692
678,497
681,687
682,625
684,1338
686,581
689,571
690,617
694,531
694,718
696,610
697,566
702,488
704,1218
706,569
708,498
714,470
716,499
735,492
735,1195
742,489
760,475
766,451
768,472
770,212
776,103
776,522
780,1581
792,90
793,417
793,1205
797,87
797,505
801,388
804,166
805,411
805,424
805,473
806,395
806,469
807,1497
809,386
811,380
818,359
818,399
822,392
823,335
823,368
825,441
826,413
837,60
837,242
838,359
839,434
842,354
844,396
844,425
844,453
845,370
845,448
847,167
849,486
853,342
853,485
859,464
860,122
860,1188
865,121
877,1626
881,238
896,1046
898,390
899,409
916,1153
918,80
922,1625
927,166
930,900
935,1066
936,1046
937,1103
941,1515
943,1194
945,1303
946,942
950,1105
953,897
953,1121
955,979
955,1539
957,1491
960,1110
961,1105
978,1215
979,1011
988,1382
991,1627
994,856
995,882
999,1294
1001,1411
1003,1434
1008,1223
1013,1626
1014,191
1019,1292
1020,854
1020,1089
1023,884
1024,894
1029,894
1030,904
1030,1627
1032,979
1045,504
1045,954
1048,510
1048,1482
1049,1201
1051,1439
1052,1443
1053,302
1056,879
1058,667
1060,808
1062,1016
1063,0
1063,1166
1065,1027
1066,1050
1066,1233
1067,434
1067,709
1067,822
1067,1160
1069,807
1070,947
1074,1103
1074,1296
1075,818
1076,519
1077,716
1078,784
1079,1218
1080,900
1081,570
1081,781
1082,612
1083,72
1084,77
1092,1561
1095,630
1096,321
1097,411
1097,499
1097,563
1105,354
1106,347
1107,1198
1107,1427
1108,1169
1110,383
1113,320
1113,1401
1114,1224
1118,378
1118,1189
1121,407
1121,443
1121,578
1122,1263
1124,354
1125,847
1127,310
1127,1137
1128,418
1128,1283
1130,1134
1131,324
1131,334
1136,1243
1137,1224
1138,1534
1140,477
1142,298
1143,1234
1143,1518
1146,1037
1146,1550
1147,239
1148,0
1148,303
1149,243
1149,247
1149,1308
1152,1551
1154,1036
1156,996
1156,1326
1157,1
1157,253
1160,557
1164,1
1166,524
1169,1112
1170,1349
1173,253
1173,1314
1175,540
1176,1284
1178,1261
1178,1400
1180,1230
1182,752
1192,1113
1192,1307
1195,680
1202,521
1207,869
1208,70
1209,765
1213,795
1216,789
1216,865
1220,1233
1223,980
1228,695
1232,775
1234,148
1242,539
1252,987
1253,570
1253,780
1253,1276
1259,574
1259,1012
1264,1013
1268,0
1271,560
1276,1056
1277,571
1283,1266
1289,1224
1294,108
1294,548
1294,1597
1295,171
1302,698
1310,658
1310,990
1312,886
1314,707
1317,133
1317,1134
1318,597
1320,572
1322,695
1323,914
1324,727
1325,207
1325,628
1325,754
1325,1000
1325,1353
1326,139
1326,158
1326,552
1326,556
1326,591
1326,598
1326,677
1326,691
1326,760
1326,803
1326,854
1326,939
1326,1041
1326,1328
1326,1602
