y,x
0,104
0,471
0,481
0,568
0,624
0,642
0,703
0,733
0,743
0,884
0,1368
0,1492
1,1461
1,1501
17,596
17,1371
24,653
24,1443
29,654
32,584
33,438
33,769
41,574
41,1458
42,433
42,579
43,687
46,1423
49,1379
76,546
77,965
77,1626
78,427
78,962
81,1345
84,424
86,1344
87,1384
90,440
94,763
100,574
105,132
111,0
125,510
133,363
136,384
137,1627
142,419
143,201
145,1319
147,317
147,486
149,98
159,580
161,184
162,1627
165,365
167,162
167,186
169,318
172,477
174,573
179,1381
184,274
184,278
193,225
194,1592
200,307
204,1626
210,1502
211,500
213,516
214,1487
216,512
216,1482
218,1477
229,1444
231,1439
232,424
232,430
238,432
239,1352
242,582
246,614
257,578
259,1000
260,909
260,1243
269,1267
295,170
300,842
303,400
309,566
310,126
331,287
336,447
337,307
346,926
349,450
351,36
355,902
359,641
360,420
360,1024
362,451
362,984
364,969
366,1531
373,455
378,907
379,352
380,412
405,886
407,634
413,100
414,1366
420,457
421,350
430,341
430,800
431,1487
432,175
435,256
435,323
436,663
437,435
439,78
444,183
444,492
448,276
452,245
452,437
453,308
454,449
455,255
455,300
458,332
460,513
463,256
464,517
468,278
468,286
469,379
471,373
472,384
472,507
477,867
481,395
481,513
482,209
482,224
482,490
485,404
485,557
486,1229
490,202
490,516
492,231
494,1188
499,175
500,424
500,550
500,555
502,201
505,453
505,483
505,619
507,908
508,487
512,0
512,436
515,491
526,187
526,460
528,58
528,479
529,163
530,879
530,1180
533,450
534,483
536,459
537,179
538,473
541,481
543,1360
546,174
550,456
552,480
553,1193
556,475
557,624
559,560
559,577
562,632
566,155
566,803
568,527
570,141
571,153
572,482
573,1359
576,561
582,1292
585,704
587,493
591,129
593,154
595,510
601,580
601,692
603,499
603,799
606,489
606,1242
607,1120
610,809
613,490
613,1272
614,509
614,1134
615,1128
623,48
628,675
628,755
631,506
633,121
638,716
642,1260
649,494
653,147
653,515
655,495
658,619
661,115
661,508
663,119
663,485
664,493
667,524
672,705
677,684
683,532
685,624
688,578
692,712
693,616
697,607
708,498
712,471
713,500
738,1095
744,488
761,475
763,504
765,465
768,473
769,504
773,484
776,466
785,430
790,112
791,92
797,89
800,228
802,485
805,1119
808,423
813,372
816,420
817,287
819,267
820,350
821,144
821,240
821,1389
822,334
823,311
824,56
832,169
833,337
834,387
835,246
836,356
837,314
837,318
840,1197
842,485
844,354
844,425
848,360
848,376
851,372
852,351
853,485
870,1185
873,1188
874,1469
888,1626
891,935
895,385
903,412
928,1625
935,898
938,1294
939,1057
939,1551
941,1095
943,1057
943,1061
944,1186
947,1516
951,1123
953,1116
954,939
955,971
961,1624
963,1505
966,1588
972,189
973,1129
974,1116
978,1117
981,1003
986,1627
990,1497
994,1371
996,1488
998,877
1003,1287
1007,806
1008,1222
1016,842
1016,1627
1018,869
1019,1259
1022,1081
1025,975
1025,1279
1026,1467
1030,884
1031,467
1031,896
1033,1598
1035,1627
1038,1255
1040,863
1050,1256
1051,1456
1053,304
1054,660
1055,872
1056,0
1059,802
1060,386
1062,706
1062,1017
1064,1043
1066,1020
1066,1235
1068,816
1068,1221
1073,711
1073,1095
1074,886
1076,490
1079,284
1079,624
1079,781
1079,1090
1080,566
1080,609
1083,429
1083,663
1083,784
1088,1534
1090,1554
1095,627
1097,407
1098,560
1098,1575
1103,48
1104,501
1105,352
1106,344
1107,1191
1109,504
1111,347
1114,318
1115,506
1116,497
1117,1370
1119,406
1126,415
1126,842
1126,1276
1127,332
1128,309
1131,325
1134,1300
1136,484
1136,1531
1138,1522
1139,474
1139,1295
1139,1300
1141,548
1142,1506
1143,562
1143,1306
1144,0
1144,283
1144,1029
1144,1224
1150,282
1151,1114
1154,0
1154,1533
1155,251
1156,1374
1157,476
1160,481
1160,531
1160,554
1161,854
1162,0
1162,1340
1164,860
1165,517
1167,501
1175,251
1175,1254
1176,850
1178,1222
1185,16
1186,4
1193,603
1194,667
1194,671
1197,707
1199,1264
1204,521
1211,222
1211,1347
1213,786
1216,1224
1218,1122
1221,974
1224,831
1225,203
1229,694
1236,1447
1236,1455
1237,757
1238,1553
1241,746
1242,530
1249,542
1251,176
1252,861
1253,568
1257,1237
1258,188
1260,1578
1262,1006
1262,1501
1264,559
1266,0
1267,554
1271,561
1275,1051
1282,1323
1286,1192
1292,106
1293,548
1297,984
1300,1561
1307,654
1309,571
1309,986
1312,550
1313,133
1313,731
1316,673
1316,1133
1317,549
1317,764
1319,554
1320,542
1321,964
1324,163
1324,922
1325,623
1326,124
1326,157
1326,563
1326,754
1326,803
1326,999
1326,1026
1326,1352
1326,1484
1326,1498
