y,x
0,1778
0,2124
0,2376
0,2460
0,2698
2,1901
35,1872
68,1897
83,1879
87,1877
150,1133
168,1024
183,3003
186,2021
212,1798
227,1496
231,2524
239,2542
251,1062
257,1030
258,1777
274,2345
275,1072
294,2554
296,2490
305,2612
328,2910
349,1787
350,2590
355,2220
356,3012
358,2515
359,942
360,946
362,1008
365,965
369,2741
370,2797
377,1430
378,1798
380,1036
382,2738
387,1746
391,1025
401,888
411,874
418,2634
419,777
428,1348
428,1489
428,1491
431,1385
431,2580
435,3103
440,1483
443,1626
444,1384
447,2984
450,1382
450,2945
476,1318
480,1545
483,1535
507,1405
508,1694
509,2191
512,1345
519,2197
529,696
529,2194
533,690
533,752
535,2532
538,747
540,665
543,1235
543,1309
547,2806
549,1327
552,1201
554,2171
554,2205
555,1647
558,1458
558,1638
568,2083
569,1153
580,1316
587,2157
590,2487
591,1184
592,572
593,2062
595,1152
596,1483
599,2092
603,1154
604,1287
604,2173
605,2248
606,1401
609,2137
614,2310
617,2300
619,636
622,800
622,2465
622,2469
631,1673
635,2061
636,2379
636,2441
639,1260
646,2898
646,2977
647,1138
649,2058
653,1154
657,1476
662,722
663,1288
665,822
666,726
668,848
668,2574
669,2578
671,2923
673,2927
677,2797
678,699
679,688
690,1226
693,3074
699,1098
700,2568
701,2579
705,1133
706,915
708,2034
710,1031
712,813
714,1201
718,2126
725,2563
725,3055
727,2570
731,1034
733,3098
735,1191
737,1287
741,914
742,992
742,2095
743,887
747,988
755,939
755,2764
757,2306
761,2565
765,2673
772,946
773,2216
774,1214
776,1230
777,2201
777,2723
779,1226
793,2157
794,2153
794,2514
795,1138
800,1139
802,1144
802,2066
805,1296
805,2489
809,1327
811,1182
814,1149
817,2786
820,1292
823,1623
823,1957
823,2496
832,1981
834,2702
840,2372
858,884
859,1553
872,1280
873,840
873,1145
882,2898
887,981
893,999
894,2723
897,1160
903,1037
905,2525
906,2531
909,1146
912,1164
918,1163
918,2711
919,3105
922,1135
924,1356
925,1165
925,2502
926,2506
928,2486
928,2512
929,757
930,2763
932,2510
934,1214
936,1170
940,2179
940,2341
940,2644
941,1217
941,2654
942,1066
943,1126
945,1569
949,2498
954,3105
962,2824
968,1600
971,1305
976,814
976,956
983,2741
984,1064
993,1055
993,1514
994,889
998,970
998,1037
1000,1149
1001,3104
1002,793
1007,1206
1009,898
1009,2980
1011,1225
1015,959
1015,1151
1018,1014
1021,1046
1023,1164
1023,1226
1024,1011
1026,2767
1028,1231
1030,1100
1032,1093
1034,1087
1034,1098
1035,1221
1041,1126
1044,1109
1044,1228
1045,923
1045,938
1045,1204
1048,1118
1048,1272
1053,916
1054,1230
1055,944
1061,1194
1062,889
1063,1138
1063,1263
1063,1269
1064,916
1067,1327
1068,1167
1068,1205
1069,1198
1074,668
1074,1149
1076,3021
1077,1204
1085,1302
1087,904
1091,772
1091,1193
1092,1186
1093,878
1094,3103
1096,1164
1096,3020
1097,886
1099,1173
1100,893
1101,1187
1101,3104
1109,888
1110,2593
1115,1194
1120,1189
1120,1338
1121,1255
1121,2938
1122,1291
1123,1345
1128,2939
1129,869
1133,855
1133,1292
1134,867
1136,1196
1138,1274
1144,3042
1145,1184
1156,868
1158,1224
1161,2783
1163,1294
1168,857
1171,822
1175,1204
1178,1223
1186,762
1189,2796
1193,862
1194,1220
1194,2687
1196,835
1196,2848
1197,860
1199,839
1200,1214
1206,1213
1209,2869
1211,863
1212,1206
1213,856
1216,1229
1219,1273
1223,835
1224,829
1231,1218
1238,1205
1238,2696
1248,1199
1250,1320
1251,1292
1264,1222
1268,1201
1271,1212
1298,2742
1302,1203
1319,1190
1328,1179
1329,1208
1331,1187
1337,1810
1339,1155
1345,1212
1348,1204
1351,1170
1354,806
1368,1816
1383,858
1387,2088
1390,771
1390,2410
1391,837
1395,883
1402,952
1403,1911
1412,1200
1415,1055
1415,1065
1415,1084
1416,1199
1425,995
1436,1902
1442,794
1447,2561
1449,2531
1454,1649
1457,2418
1458,1099
1465,1122
1466,2676
1473,796
1483,2477
1488,2495
