y,x
0,8821
0,8861
6,8642
14,8507
16,8732
17,8495
18,8488
26,8368
28,8324
28,8342
30,8296
35,8269
35,8359
36,8221
48,8287
53,7993
55,7956
55,7963
56,7971
58,7911
58,7927
60,7900
60,7941
63,7854
63,7861
63,7892
66,7805
68,7785
69,7779
71,7733
73,7728
75,7716
77,7647
77,7657
83,7557
83,7603
85,7546
89,7720
95,7396
96,7384
96,7388
108,7194
110,7186
122,7116
410,9469
455,9818
523,8854
524,9006
529,8841
529,9011
529,9794
541,8820
562,9790
564,9030
577,9043
634,7458
676,7670
679,7673
708,7689
727,7697
754,1047
768,9052
794,6321
809,1001
814,1004
818,4805
819,4783
831,1014
831,4860
836,958
839,976
857,6006
858,994
871,6003
877,988
877,6004
880,993
880,7403
890,1020
891,967
892,1000
899,1013
900,968
903,7416
911,4946
922,7437
923,6010
938,4956
948,4959
989,981
999,6282
1025,3275
1026,2079
1029,2097
1041,6212
1047,1453
1049,3598
1052,1966
1054,3267
1061,3266
1061,4654
1086,3264
1093,3263
1094,3590
1105,4680
1107,4917
1128,1074
1141,4856
1156,2217
1157,3573
1162,3573
1165,3578
1182,1118
1183,2220
1183,9028
1185,8865
1187,2221
1188,1123
1193,3303
1199,3302
1199,8863
1277,8793
1278,8800
1288,7505
1299,7497
1300,1197
1315,7700
1349,7729
1379,1230
1383,1236
1531,6055
1555,7465
1572,7477
1703,6243
1785,4754
1791,4930
1836,3622
1895,3391
1908,9171
1952,7547
2014,2132
2015,2104
2020,2119
2021,2113
2027,8836
2035,6272
2038,7793
2042,7797
2048,6205
2123,6413
2141,4896
2142,4882
2142,4887
2147,4853
2158,6109
2159,4973
2166,6429
2180,4792
2181,6104
2189,7788
2204,6102
2225,6100
2233,7528
2248,9784
2298,6133
2302,6131
2339,6360
2355,6344
2416,1566
2453,4970
2467,4860
2475,4870
2475,4876
2487,9123
2501,9153
2525,8963
2547,1597
2581,1602
2598,1605
2637,7574
2637,7803
2648,7563
2679,7835
2692,7842
2696,6328
2730,6206
2738,6200
2759,7508
2763,9836
2843,6153
2942,7667
2975,1694
3224,2039
3333,7590
3458,1746
3502,4872
3533,6197
3539,1777
3539,6198
3558,7644
3568,3562
3570,3557
3643,1782
3657,2115
3657,6265
3658,2260
3661,6271
3663,2056
3670,2153
3671,2316
3678,6301
3680,6307
3681,1953
3682,3466
3684,1946
3684,6316
3687,2133
3687,4842
3688,6330
3689,6350
3697,4846
3706,2144
3708,2098
3732,5127
3734,4870
3735,5122
3737,1920
3737,2105
3744,5114
3748,2097
3762,2092
3772,2077
3773,4919
3781,2067
3781,2073
3781,2084
3786,2078
3798,9191
3799,2080
3819,9105
3820,9218
3822,9224
3825,1871
3885,9304
3888,1827
3901,1994
3904,1809
3913,7801
3918,7874
3935,7873
3936,2382
3942,7883
3944,7683
3945,7887
3950,7672
3967,7912
3971,9331
3975,2018
4002,2204
4002,6437
4040,9319
4084,7954
4089,7956
4108,2346
4110,1845
4116,1836
4119,5029
4119,5063
4123,5002
4124,6245
4134,3381
4143,4957
4146,4950
4146,9187
4161,9185
4162,4932
4168,4926
4169,2382
4172,1851
4174,4919
4183,2380
4185,3420
4185,4911
4191,2384
4202,5191
4208,6582
4214,3719
4215,2397
4215,7689
4216,7667
4221,7699
4222,2191
4228,6577
4233,7718
4238,7716
4244,4883
4246,6570
4249,7742
4255,4881
4256,2176
4257,3569
4262,6564
4277,3549
4300,2332
4302,2369
4302,6534
4312,2322
4331,2341
4337,3088
4337,5204
4339,2208
4341,2553
4342,4889
4343,2171
4348,6378
4351,2082
4352,2192
4352,5198
4373,2719
4375,2707
4380,2800
4385,5179
4394,5171
4395,1997
4405,2508
4411,2508
4422,2665
4423,2845
4427,4933
4428,5129
4429,2524
4430,4938
4431,2529
4439,5104
4444,2636
4461,2484
4469,2067
4474,2066
4476,9268
4478,2676
4490,2524
4491,2778
4496,2650
4498,2961
4501,2583
4503,2652
4519,1878
4524,2509
4526,2468
4530,2467
4530,2506
4531,2804
4536,2595
4537,2469
4538,2731
4539,1863
4540,9073
4545,3594
4558,9061
4560,2980
4568,2577
4570,7841
4581,2648
4584,2457
4586,2646
4587,2039
4588,7760
4590,2453
4592,2461
4599,2681
4599,3151
4600,2108
4604,3175
4607,2153
4608,2159
4619,2064
4619,2184
4622,2549
4625,2059
4625,2064
4627,2143
4627,2412
4631,2618
4635,2204
4639,3461
4641,7686
4642,2412
4643,2166
4643,2396
4646,2379
4646,2389
4648,2174
4649,2230
4653,2186
4653,2346
4655,2194
4656,2172
4658,2186
4659,7688
4661,2191
4662,3507
4670,2346
4671,2340
4671,2608
4672,2200
4673,2517
4675,6490
4677,7994
4682,2493
4682,6555
4686,1923
4689,2487
4692,2337
4694,1916
4694,3463
4695,1964
4695,2287
4696,2334
4697,1985
4700,3318
4706,3258
4706,6366
4707,2399
4708,2265
4709,2114
4709,2124
4711,3616
4716,2535
4717,2528
4722,2183
4725,2457
4725,6588
4729,9352
4741,2613
4743,1954
4744,1926
4745,2633
4758,3271
4766,8014
4770,2355
4771,9085
4780,3226
4780,3248
4780,5060
4785,5184
4799,2875
4809,2598
4813,2165
4814,2156
4816,2461
4829,2290
4832,2505
4832,7976
