y,x
0,1910
0,1993
0,2460
2,2125
24,2040
42,2687
43,2045
63,1945
186,1012
204,1800
221,1499
226,1064
251,1066
254,1036
258,1778
260,1776
266,2528
280,2307
280,2548
289,1117
298,879
311,2477
315,860
346,1786
356,1017
359,1087
363,964
369,923
373,1799
374,1092
376,1428
378,1474
380,1037
382,1044
388,1026
393,1752
398,890
398,2826
401,855
407,762
410,875
419,1350
420,1640
434,1391
435,1486
437,1394
441,1389
453,1614
459,1371
459,2765
469,1539
499,1321
501,2633
507,1327
508,1345
512,1386
518,1231
526,692
534,746
538,742
540,2506
543,2179
543,2208
546,2823
547,1312
549,1650
552,1155
553,1643
556,1647
557,2500
560,1459
561,1282
561,2228
563,1161
576,1318
585,1153
586,564
591,1262
592,549
592,2264
594,1153
594,1487
596,1266
598,552
601,2103
607,1414
616,2401
618,1658
619,634
630,1258
635,2437
638,2434
645,786
647,1138
647,2255
652,1153
652,2907
660,840
661,722
662,2062
665,848
667,844
682,1227
684,745
684,749
686,1095
695,703
698,1097
698,2588
702,2047
703,1065
703,1074
706,861
710,1031
715,1073
716,817
716,2402
717,891
717,1132
717,2569
718,1081
719,2354
726,941
726,947
727,2736
728,2432
730,884
730,2102
731,1024
733,905
733,1183
733,2369
734,2377
736,1287
737,910
737,991
741,660
745,944
745,1037
746,1165
749,2313
750,1158
751,2272
754,2732
758,1021
767,2238
768,1061
769,2203
773,2348
775,2231
776,1218
778,2158
778,2163
782,2163
784,2157
784,2549
785,2107
788,2064
790,2017
790,2107
791,1891
794,2067
795,1144
797,1917
798,1892
802,1145
802,1297
808,1318
813,1150
816,1128
817,1292
820,1627
824,1983
825,1943
834,2383
840,1932
840,2482
845,945
845,2430
845,2477
850,1830
857,886
857,1556
862,1823
865,1920
870,1281
871,842
874,1146
875,873
880,1809
881,860
881,976
885,977
893,1204
894,1002
897,1161
902,2507
903,1035
903,1199
909,1150
909,2507
911,1166
911,2269
912,2291
917,1362
917,2498
921,755
922,2297
924,1161
925,1139
926,2246
927,2238
930,1071
930,1077
937,1051
938,2345
939,1301
941,1066
944,1126
946,2327
949,1059
950,2135
951,1787
963,2163
963,3105
964,1724
966,2200
968,1056
968,2161
970,1197
971,1303
971,1614
974,814
977,2284
978,1507
983,1064
990,1066
995,1172
997,970
998,1039
999,1310
1000,925
1004,1272
1008,1207
1009,1268
1009,1272
1015,1114
1015,1151
1017,1163
1019,970
1020,2198
1021,1046
1023,1113
