y,x
0,1953
0,2019
0,2131
0,2335
0,2701
0,3103
2,2058
37,2069
43,3048
50,2990
58,1219
64,3007
94,1167
102,2735
106,2064
114,1330
134,1297
141,1275
141,2651
161,3059
163,1023
188,2940
194,2962
206,2923
209,2926
218,2498
219,2605
220,2609
220,2852
233,2696
240,1498
242,2968
244,2389
246,1049
255,1051
263,2382
272,2502
273,2869
275,1058
277,2825
281,2733
283,2474
287,2617
288,2442
295,2863
301,2453
303,2528
305,2465
311,2482
311,2526
317,2481
319,2662
324,2569
325,2493
329,2569
332,2834
338,2855
338,3105
342,2525
349,2597
349,2686
350,3105
355,2858
356,2518
362,1046
364,2588
369,988
369,2519
369,2557
371,1551
374,2602
375,2812
376,2653
377,995
381,2204
384,3044
386,1417
394,1538
398,2562
406,2687
408,2625
427,2887
427,3105
428,2536
431,1753
431,3025
434,2997
435,2991
436,2985
437,2981
440,2967
442,1357
445,1381
446,806
447,3091
452,2803
456,2579
474,1398
484,2575
484,2973
486,2775
488,822
488,1539
490,1533
494,2732
502,2545
504,3104
519,2620
531,2523
535,2653
537,2521
538,2211
539,710
540,705
541,564
541,768
544,1332
544,2923
545,765
546,2540
546,2547
548,622
548,1175
549,627
549,1179
551,759
555,1292
556,1445
558,627
559,618
560,2203
563,2172
563,2229
563,2602
572,2592
574,1265
579,2572
583,1325
584,2545
587,784
588,555
588,3105
591,2479
591,3019
593,1472
595,1154
596,562
597,570
598,2703
599,2699
600,1160
600,1558
600,2235
600,2782
603,1387
604,2182
604,2783
606,2758
610,1278
628,649
633,2434
639,2433
642,2353
646,1152
648,2829
651,1154
653,2966
654,1229
658,1479
659,1139
666,2267
672,2927
677,2449
678,2957
682,2446
684,655
686,2353
689,1220
690,2562
692,703
699,1098
702,1073
702,2647
703,759
703,1066
707,2430
709,2115
712,816
712,1025
715,901
716,2284
720,2335
721,2284
724,1294
732,2391
734,1182
736,2362
738,2531
740,933
740,2345
742,1162
745,2093
746,2284
748,1158
750,2781
751,885
752,2296
753,2270
756,961
757,2313
763,2653
764,2198
766,937
767,1016
767,2774
774,1213
775,2188
776,2184
790,2119
794,1143
795,2118
795,2144
797,2139
803,937
803,2768
808,1276
808,1297
813,2103
815,1321
825,1292
835,2375
845,946
845,1621
853,2868
865,884
869,2848
870,1276
875,1280
875,1555
880,1202
890,986
890,2382
893,1204
893,2198
894,1001
899,2435
902,1200
903,1088
904,2729
916,2715
917,2369
918,1171
919,1167
923,2272
925,1165
926,1132
926,2799
930,2773
931,1215
935,1075
936,1070
936,2177
941,1127
943,1218
950,1193
953,1561
954,1050
964,776
972,1490
975,1589
976,1052
978,2747
979,1058
985,1078
1005,1161
1008,988
1010,2750
1012,902
1012,1268
1014,978
1014,1151
1015,2153
1016,959
1016,1126
1019,970
1020,2749
1021,1046
1027,1193
1028,1092
1032,1166
1034,1234
1036,1216
1038,1117
1043,961
1043,982
1044,882
1044,1224
1046,940
1046,1202
1048,2079
1051,1266
