y,x
0,1909
0,1957
0,2130
0,2339
0,2720
0,3103
24,2046
26,2012
31,2079
36,2984
37,3051
52,3016
56,1221
68,1973
73,2982
80,1076
86,2987
90,1978
91,1883
96,1166
102,2073
113,1321
124,2645
125,2657
141,1308
146,1279
150,2718
152,3032
199,2518
202,2571
211,1785
216,2501
221,2703
239,2401
246,1049
254,1051
261,2714
265,2578
266,2507
267,2358
268,2380
275,1062
282,2476
285,2446
289,2622
292,1450
294,2570
296,2713
298,2920
307,2459
312,2485
312,2528
312,2707
314,2479
322,2668
330,2572
330,2721
332,2744
340,3105
342,2503
347,3105
349,2513
352,1786
353,2550
355,2583
355,2665
356,2768
360,1050
360,2540
360,2667
369,990
370,2520
372,2752
377,996
378,1544
378,2205
381,1797
387,1743
388,1423
392,2826
398,889
398,1541
405,2566
407,2779
409,854
410,2783
411,2719
412,2747
413,2908
420,3073
426,3103
429,1635
430,2567
432,1346
432,2535
433,1298
434,2999
440,1629
441,803
450,2809
451,2805
453,1379
453,2581
461,1397
466,2735
471,1530
476,2713
484,2576
487,822
488,1534
489,1547
489,2777
500,2634
509,2772
510,2768
512,2573
517,1325
519,3009
532,2643
535,1211
535,2169
539,701
541,2522
542,564
543,1327
548,756
555,1448
556,616
556,621
557,641
561,2204
562,2157
564,2626
579,2572
583,563
583,1319
587,2525
589,1169
590,560
594,1475
595,1154
595,2754
600,561
601,1166
601,2241
604,2786
605,1148
605,1389
605,2173
608,1278
608,2243
609,786
610,1290
612,2676
614,2310
617,2297
617,2674
622,1659
623,1166
624,643
637,2374
643,2581
644,2577
651,2766
653,1242
653,2972
656,1478
665,2240
670,797
678,2933
679,2608
681,2502
682,2498
682,2949
688,2354
689,752
690,1221
694,2564
695,747
695,752
696,1301
699,1096
706,2613
710,1031
712,814
712,1025
720,2393
721,1210
723,2336
724,1293
729,2116
736,1189
736,1196
737,934
740,1285
741,2347
742,2088
743,2536
746,2539
747,885
754,2303
755,964
759,2226
760,1008
761,2317
764,935
766,2202
767,2537
767,2541
770,2198
772,2290
773,2701
774,1214
784,2655
790,1142
790,2501
795,1146
798,2077
799,1276
807,1275
807,2042
808,1295
811,2098
813,1322
823,1291
839,1623
854,2237
862,843
862,882
871,823
874,1280
874,1557
876,2521
879,1202
886,971
888,2487
889,2483
892,2202
893,1204
899,2373
902,1038
903,1088
903,1199
903,2515
904,2727
913,2369
917,2710
918,2485
918,2715
920,1157
925,1164
926,1132
929,1597
929,2493
930,2636
930,2701
932,1215
933,2697
933,2758
939,2177
940,1055
941,2837
942,2653
943,1126
943,1218
943,2335
943,2812
944,1067
950,1193
962,777
964,1220
968,1491
973,1592
978,1167
980,2747
998,971
1000,992
1003,1285
1005,1029
1006,1161
1007,899
1012,2749
1014,978
1014,1151
1015,959
1017,1127
1019,970
1024,1165
1027,1194
1030,984
1031,1088
1031,2757
1033,1235
1036,1218
1037,1117
1043,982
1044,933
1044,941
1044,1223
1045,924
1048,929
1049,922
1050,1267
1053,917
1059,1187
1063,1198
1064,891
1064,916
1066,1233
1067,1301
1068,1167
1071,918
1071,1161
1077,663
1087,1171
1091,879
1091,1238
1092,1162
1093,890
1093,1170
1095,899
1098,1191
1103,1194
1103,1200
1104,3105
1107,1293
1108,1178
1109,2595
1110,1194
1110,3105
1117,1241
1119,871
1119,1190
1127,860
1127,1228
1127,1333
1129,869
1134,868
1137,1269
1141,1211
1145,1184
1153,844
1154,2928
1155,863
1161,1287
1163,830
1164,1204
1165,2957
1167,1212
1185,766
1186,2874
1190,2873
1191,863
1194,837
1194,2869
1204,1223
1215,863
1220,833
1229,836
1238,873
1240,1240
1244,1205
1257,1201
1266,1213
1273,1187
1279,1211
1311,1190
1313,1185
1320,1182
1331,1183
1343,1206
1348,1803
1351,2674
1364,960
1368,1143
1370,1814
1372,955
1374,1119
1380,1102
1381,1000
1383,839
1383,984
1385,773
1386,1065
1386,2420
1388,1076
1388,1160
1389,974
1389,1029
1390,2088
1391,840
1393,1117
1394,1032
1397,1066
1397,1101
1398,885
1400,1913
1401,955
1402,2764
1409,1082
1415,1065
1417,1050
1418,2579
1430,1903
1433,2744
1435,1901
1448,2146
1456,1096
1466,2593
1467,1651
1467,1968
1468,1121
1472,636
1472,2516
1473,2412
1478,608
1480,795
1480,2830
1498,2799
1499,1793
1500,2355
1503,2552
1509,1745
1509,2288
1513,2184
1514,1822
1514,2093
1514,2175
1517,1643
1520,1577
1520,1820
1520,2322
1520,2506
1521,2094
1523,1737
1523,2204
1525,1647
1529,1883
1530,2226
1531,2212
1534,903
1535,2643
1536,1821
1537,1608
1538,2101
1539,1614
1539,2240
1539,2427
1540,2473
1541,1824
1541,2951
1543,1704
1544,1550
1545,2438
1548,1577
1548,2021
1548,2098
1549,2519
1552,2218
1556,2215
1557,2077
1561,2136
1563,1995
1563,2196
1563,2568
1564,2370
1565,2259
1566,2640
1567,2545
1567,2562
1568,2109
1571,2570
1576,908
1578,2408
1578,2413
1581,1534
1582,463
1587,449
1587,2435
1589,2505
1590,1547
1592,1553
1592,2888
1593,2818
1594,1963
1594,2764
1595,1592
1596,1603
1597,2574
1598,1739
1599,1565
1599,2303
1601,1636
1603,2078
1610,2588
1611,2552
1612,1965
1613,2159
1613,2903
1615,1367
1615,2286
1617,2282
1622,982
1626,1508
1626,1932
1627,1928
1629,2868
1630,1391
1631,1746
1631,2275
1632,1917
1634,1523
1634,2867
1637,2585
1637,2732
1638,1548
1640,2017
1642,995
1642,1915
1643,787
1644,1274
1644,1320
1644,1336
1649,1606
1650,1485
1650,2240
1652,2318
1654,2031
1656,1846
1657,1121
1659,1338
1659,2702
1660,1029
1660,2706
1661,1270
1661,1648
1665,2722
1667,1656
1669,1064
1669,1085
1670,1056
1671,1093
1672,673
1676,1227
1677,1030
1677,1943
1677,1961
1679,667
1679,1220
1679,2614
1679,2855
1682,1122
1683,1073
1685,1191
1685,1928
1686,1081
1686,1788
1688,1060
1688,1072
1688,2051
1689,2906
1690,2047
1692,1044
1692,2858
1694,1541
1695,1037
1696,1821
1697,2842
1700,2630
1701,2006
1701,2226
1702,2808
1707,2078
1708,625
1709,1699
1710,1695
1710,1935
1710,2251
1712,1017
1712,1664
1714,478
1715,2669
1715,2872
1717,1615
1717,2239
1719,1620
1719,1950
1719,2905
1721,964
1723,523
1723,1911
1723,1959
1724,487
1725,1567
1730,2834
1731,474
1733,1243
1734,453
1734,514
1734,2895
1735,1788
1735,2002
1736,1592
1737,1588
1742,1215
1742,1257
1743,2643
1744,958
1749,695
1749,1915
1750,2225
1751,737
1752,1876
1754,2742
1758,1332
1760,2634
1764,1258
1765,454
1767,2741
1769,1236
1770,2668
1774,1494
1775,1736
1775,1740
1777,2204
1778,1491
1781,2045
1784,2836
1785,2823
1785,2992
1790,1275
1791,1398
1791,1626
1791,2851
1792,1608
1793,2181
1794,1961
1796,2269
1798,791
1798,1968
1799,1470
1799,1854
1799,2955
1801,2673
1802,2164
1804,1460
1804,1849
1805,2195
1805,2899
1806,2743
1809,1254
1810,1711
1813,2198
1814,1748
1815,653
1815,1717
1817,1461
1817,2967
1818,1259
1818,1289
1819,2750
1820,2292
1827,507
1828,1292
1829,1284
1831,1360
1831,2026
1832,653
1833,1815
1837,1428
1837,2823
1842,1293
1842,2944
1843,2940
1849,2905
1854,2903
1855,432
1857,605
1857,1310
1858,2826
1864,1558
1867,2317
1868,1329
1870,851
1876,2197
1877,1472
1882,2822
1886,2175
1888,695
1890,699
1892,2893
1895,1522
1900,786
1902,2563
1904,1260
1905,760
1905,797
1909,884
1919,2794
1926,1533
1928,2512
1928,2665
1936,708
1936,2478
1937,2444
1940,2819
1942,2512
1946,2866
1949,2824
1950,2820
1960,749
1964,1333
1971,1257
1973,1634
1975,1223
1975,2642
1976,2760
1981,2751
1986,2643
1987,2851
1990,2573
2001,1621
2003,2561
2004,984
2005,2602
2009,1948
2009,2009
2014,1177
2022,1187
2025,2611
2028,1027
2028,1811
2030,1122
2032,1142
2038,2705
2040,992
2042,1094
2046,2485
2054,2321
2061,1028
2062,2329
2063,1017
2063,1420
2064,781
2066,1022
2074,950
2074,1168
2077,1512
2088,2259
2090,2275
2091,2498
2094,1066
2096,1510
2098,916
2110,948
2110,2283
2110,2706
2116,2706
2124,857
2126,2778
2128,2629
2131,871
2137,1316
2138,1320
2142,1100
2147,1593
2148,1417
2149,1103
2154,1395
2156,1384
2161,2448
2166,888
2166,1417
2170,1082
2171,1116
2173,1030
2176,898
2177,984
2180,1267
2188,2674
2190,2720
2199,1571
2218,2767
2219,822
2219,1039
2221,967
2221,1236
2221,2731
2229,972
2240,1193
2261,1495
2262,1518
2270,2831
2279,2205
2303,2228
2304,2704
2308,2228
2313,2642
2313,2646
2315,2323
2316,2605
2317,2558
2321,2527
2323,2188
2328,2440
2330,2380
2332,2447
2378,1021
